2025-06-08 06:16:10,967 | INFO | genai | GenAI RAG System is starting...
2025-06-15 00:33:26,330 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 00:33:26,332 | INFO | genai | Token-split into 10 chunks.
2025-06-15 00:33:26,338 | INFO | genai | Persisted FAISS index and 41 documents to disk
2025-06-15 00:33:26,339 | INFO | genai | Added 10 documents (total: 41)
2025-06-15 00:33:26,339 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 00:33:26,341 | INFO | genai | Token-split into 11 chunks.
2025-06-15 00:33:26,348 | INFO | genai | Persisted FAISS index and 52 documents to disk
2025-06-15 00:33:26,350 | INFO | genai | Added 11 documents (total: 52)
2025-06-15 00:33:26,350 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 00:36:12,706 | ERROR | genai | Vector store is empty - no documents to search
2025-06-15 00:37:21,668 | ERROR | genai | Vector store is empty - no documents to search
2025-06-15 00:37:49,085 | ERROR | genai | Vector store is empty - no documents to search
2025-06-15 00:38:08,506 | INFO | genai | Token-split into 5 chunks.
2025-06-15 00:38:08,512 | INFO | genai | Persisted FAISS index and 57 documents to disk
2025-06-15 00:38:08,513 | INFO | genai | Added 5 documents (total: 57)
2025-06-15 00:38:08,513 | INFO | genai | Successfully ingested document 4986143-anexo-i-metologia-para-la-asignacion-del-perfil-de-cumplimiento-y-ponderacion-de-las-variables
2025-06-15 00:38:08,514 | INFO | genai | Token-split into 3 chunks.
2025-06-15 00:38:08,517 | INFO | genai | Persisted FAISS index and 60 documents to disk
2025-06-15 00:38:08,517 | INFO | genai | Added 3 documents (total: 60)
2025-06-15 00:38:08,518 | INFO | genai | Successfully ingested document 4986143-anexo-i-metologia-para-la-asignacion-del-perfil-de-cumplimiento-y-ponderacion-de-las-variables
2025-06-15 00:38:08,519 | INFO | genai | Token-split into 4 chunks.
2025-06-15 00:38:08,522 | INFO | genai | Persisted FAISS index and 64 documents to disk
2025-06-15 00:38:08,523 | INFO | genai | Added 4 documents (total: 64)
2025-06-15 00:38:08,523 | INFO | genai | Successfully ingested document 4986143-anexo-i-metologia-para-la-asignacion-del-perfil-de-cumplimiento-y-ponderacion-de-las-variables
2025-06-15 00:38:08,524 | INFO | genai | Token-split into 3 chunks.
2025-06-15 00:38:08,528 | INFO | genai | Persisted FAISS index and 67 documents to disk
2025-06-15 00:38:08,529 | INFO | genai | Added 3 documents (total: 67)
2025-06-15 00:38:08,529 | INFO | genai | Successfully ingested document 4986143-anexo-i-metologia-para-la-asignacion-del-perfil-de-cumplimiento-y-ponderacion-de-las-variables
2025-06-15 00:38:15,193 | ERROR | genai | Vector store is empty - no documents to search
2025-06-15 00:38:26,620 | ERROR | genai | Vector store is empty - no documents to search
2025-06-15 00:39:29,261 | INFO | genai | GenAI RAG System is starting...
2025-06-15 00:39:43,517 | INFO | genai | Token-split into 11 chunks.
2025-06-15 00:39:43,524 | INFO | genai | Persisted FAISS index and 11 documents to disk
2025-06-15 00:39:43,525 | INFO | genai | Added 11 documents (total: 11)
2025-06-15 00:39:43,525 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 00:39:43,527 | INFO | genai | Token-split into 10 chunks.
2025-06-15 00:39:43,534 | INFO | genai | Persisted FAISS index and 21 documents to disk
2025-06-15 00:39:43,537 | INFO | genai | Added 10 documents (total: 21)
2025-06-15 00:39:43,537 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 00:39:43,539 | INFO | genai | Token-split into 10 chunks.
2025-06-15 00:39:43,548 | INFO | genai | Persisted FAISS index and 31 documents to disk
2025-06-15 00:39:43,549 | INFO | genai | Added 10 documents (total: 31)
2025-06-15 00:39:43,549 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 00:39:43,551 | INFO | genai | Token-split into 10 chunks.
2025-06-15 00:39:43,558 | INFO | genai | Persisted FAISS index and 41 documents to disk
2025-06-15 00:39:43,559 | INFO | genai | Added 10 documents (total: 41)
2025-06-15 00:39:43,559 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 00:39:43,561 | INFO | genai | Token-split into 11 chunks.
2025-06-15 00:39:43,568 | INFO | genai | Persisted FAISS index and 52 documents to disk
2025-06-15 00:39:43,569 | INFO | genai | Added 11 documents (total: 52)
2025-06-15 00:39:43,569 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 00:41:14,590 | INFO | genai | GenAI RAG System is starting...
2025-06-15 00:41:29,870 | INFO | genai | Token-split into 11 chunks.
2025-06-15 00:41:29,878 | INFO | genai | Persisted FAISS index and 11 documents to disk
2025-06-15 00:41:29,879 | INFO | genai | Added 11 documents (total: 11)
2025-06-15 00:41:29,879 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 00:41:29,882 | INFO | genai | Token-split into 10 chunks.
2025-06-15 00:41:29,894 | INFO | genai | Persisted FAISS index and 21 documents to disk
2025-06-15 00:41:29,895 | INFO | genai | Added 10 documents (total: 21)
2025-06-15 00:41:29,895 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 00:41:29,897 | INFO | genai | Token-split into 10 chunks.
2025-06-15 00:41:29,905 | INFO | genai | Persisted FAISS index and 31 documents to disk
2025-06-15 00:41:29,905 | INFO | genai | Added 10 documents (total: 31)
2025-06-15 00:41:29,906 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 00:41:29,907 | INFO | genai | Token-split into 10 chunks.
2025-06-15 00:41:29,914 | INFO | genai | Persisted FAISS index and 41 documents to disk
2025-06-15 00:41:29,914 | INFO | genai | Added 10 documents (total: 41)
2025-06-15 00:41:29,915 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 00:41:29,916 | INFO | genai | Token-split into 11 chunks.
2025-06-15 00:41:29,923 | INFO | genai | Persisted FAISS index and 52 documents to disk
2025-06-15 00:41:29,923 | INFO | genai | Added 11 documents (total: 52)
2025-06-15 00:41:29,924 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 00:54:23,836 | INFO | genai | GenAI RAG System is starting...
2025-06-15 00:54:44,902 | INFO | genai | Token-split into 11 chunks.
2025-06-15 00:54:44,909 | INFO | genai | Persisted FAISS index and 11 documents to disk
2025-06-15 00:54:44,912 | INFO | genai | Added 11 documents (total: 11)
2025-06-15 00:54:44,912 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 00:54:44,914 | INFO | genai | Token-split into 10 chunks.
2025-06-15 00:54:44,920 | INFO | genai | Persisted FAISS index and 21 documents to disk
2025-06-15 00:54:44,921 | INFO | genai | Added 10 documents (total: 21)
2025-06-15 00:54:44,922 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 00:54:44,924 | INFO | genai | Token-split into 10 chunks.
2025-06-15 00:54:44,932 | INFO | genai | Persisted FAISS index and 31 documents to disk
2025-06-15 00:54:44,935 | INFO | genai | Added 10 documents (total: 31)
2025-06-15 00:54:44,939 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 00:54:44,940 | INFO | genai | Token-split into 10 chunks.
2025-06-15 00:54:44,947 | INFO | genai | Persisted FAISS index and 41 documents to disk
2025-06-15 00:54:44,948 | INFO | genai | Added 10 documents (total: 41)
2025-06-15 00:54:44,948 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 00:54:44,950 | INFO | genai | Token-split into 11 chunks.
2025-06-15 00:54:44,957 | INFO | genai | Persisted FAISS index and 52 documents to disk
2025-06-15 00:54:44,957 | INFO | genai | Added 11 documents (total: 52)
2025-06-15 00:54:44,958 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 00:56:23,112 | ERROR | genai | Vector store is empty - no documents to search
2025-06-15 00:57:58,429 | INFO | genai | GenAI RAG System is starting...
2025-06-15 00:58:26,956 | INFO | genai | Token-split into 11 chunks.
2025-06-15 00:58:26,964 | INFO | genai | Persisted FAISS index and 11 documents to disk
2025-06-15 00:58:26,965 | INFO | genai | Added 11 documents (total: 11)
2025-06-15 00:58:26,966 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 00:58:26,967 | INFO | genai | Token-split into 10 chunks.
2025-06-15 00:58:26,974 | INFO | genai | Persisted FAISS index and 21 documents to disk
2025-06-15 00:58:26,975 | INFO | genai | Added 10 documents (total: 21)
2025-06-15 00:58:26,976 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 00:58:26,977 | INFO | genai | Token-split into 10 chunks.
2025-06-15 00:58:26,985 | INFO | genai | Persisted FAISS index and 31 documents to disk
2025-06-15 00:58:26,985 | INFO | genai | Added 10 documents (total: 31)
2025-06-15 00:58:26,986 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 00:58:26,988 | INFO | genai | Token-split into 10 chunks.
2025-06-15 00:58:26,994 | INFO | genai | Persisted FAISS index and 41 documents to disk
2025-06-15 00:58:26,995 | INFO | genai | Added 10 documents (total: 41)
2025-06-15 00:58:26,996 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 00:58:26,997 | INFO | genai | Token-split into 11 chunks.
2025-06-15 00:58:27,005 | INFO | genai | Persisted FAISS index and 52 documents to disk
2025-06-15 00:58:27,005 | INFO | genai | Added 11 documents (total: 52)
2025-06-15 00:58:27,006 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 00:58:57,268 | INFO | genai | Token-split into 5 chunks.
2025-06-15 00:58:57,273 | INFO | genai | Persisted FAISS index and 57 documents to disk
2025-06-15 00:58:57,274 | INFO | genai | Added 5 documents (total: 57)
2025-06-15 00:58:57,275 | INFO | genai | Successfully ingested document 4986143-anexo-i-metologia-para-la-asignacion-del-perfil-de-cumplimiento-y-ponderacion-de-las-variables
2025-06-15 00:58:57,276 | INFO | genai | Token-split into 3 chunks.
2025-06-15 00:58:57,279 | INFO | genai | Persisted FAISS index and 60 documents to disk
2025-06-15 00:58:57,279 | INFO | genai | Added 3 documents (total: 60)
2025-06-15 00:58:57,279 | INFO | genai | Successfully ingested document 4986143-anexo-i-metologia-para-la-asignacion-del-perfil-de-cumplimiento-y-ponderacion-de-las-variables
2025-06-15 00:58:57,280 | INFO | genai | Token-split into 4 chunks.
2025-06-15 00:58:57,283 | INFO | genai | Persisted FAISS index and 64 documents to disk
2025-06-15 00:58:57,283 | INFO | genai | Added 4 documents (total: 64)
2025-06-15 00:58:57,283 | INFO | genai | Successfully ingested document 4986143-anexo-i-metologia-para-la-asignacion-del-perfil-de-cumplimiento-y-ponderacion-de-las-variables
2025-06-15 00:58:57,284 | INFO | genai | Token-split into 3 chunks.
2025-06-15 00:58:57,287 | INFO | genai | Persisted FAISS index and 67 documents to disk
2025-06-15 00:58:57,287 | INFO | genai | Added 3 documents (total: 67)
2025-06-15 00:58:57,288 | INFO | genai | Successfully ingested document 4986143-anexo-i-metologia-para-la-asignacion-del-perfil-de-cumplimiento-y-ponderacion-de-las-variables
2025-06-15 00:59:22,369 | ERROR | genai | Failed to cache results: RedisCache.set() got an unexpected keyword argument 'ex'
2025-06-15 01:06:42,117 | INFO | genai | GenAI RAG System is starting...
2025-06-15 01:07:14,937 | INFO | genai | Token-split into 11 chunks.
2025-06-15 01:07:14,947 | INFO | genai | Persisted FAISS index and 11 documents to disk
2025-06-15 01:07:14,949 | INFO | genai | Added 11 documents (total: 11)
2025-06-15 01:07:14,950 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 01:07:14,951 | INFO | genai | Token-split into 10 chunks.
2025-06-15 01:07:14,962 | INFO | genai | Persisted FAISS index and 21 documents to disk
2025-06-15 01:07:14,963 | INFO | genai | Added 10 documents (total: 21)
2025-06-15 01:07:14,964 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 01:07:14,965 | INFO | genai | Token-split into 10 chunks.
2025-06-15 01:07:14,974 | INFO | genai | Persisted FAISS index and 31 documents to disk
2025-06-15 01:07:14,974 | INFO | genai | Added 10 documents (total: 31)
2025-06-15 01:07:14,975 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 01:07:14,977 | INFO | genai | Token-split into 10 chunks.
2025-06-15 01:07:14,983 | INFO | genai | Persisted FAISS index and 41 documents to disk
2025-06-15 01:07:14,984 | INFO | genai | Added 10 documents (total: 41)
2025-06-15 01:07:14,985 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 01:07:14,988 | INFO | genai | Token-split into 11 chunks.
2025-06-15 01:07:14,995 | INFO | genai | Persisted FAISS index and 52 documents to disk
2025-06-15 01:07:14,996 | INFO | genai | Added 11 documents (total: 52)
2025-06-15 01:07:14,996 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 01:07:30,238 | INFO | genai | Token-split into 5 chunks.
2025-06-15 01:07:30,242 | INFO | genai | Persisted FAISS index and 57 documents to disk
2025-06-15 01:07:30,243 | INFO | genai | Added 5 documents (total: 57)
2025-06-15 01:07:30,243 | INFO | genai | Successfully ingested document 4986143-anexo-i-metologia-para-la-asignacion-del-perfil-de-cumplimiento-y-ponderacion-de-las-variables
2025-06-15 01:07:30,248 | INFO | genai | Token-split into 3 chunks.
2025-06-15 01:07:30,252 | INFO | genai | Persisted FAISS index and 60 documents to disk
2025-06-15 01:07:30,252 | INFO | genai | Added 3 documents (total: 60)
2025-06-15 01:07:30,253 | INFO | genai | Successfully ingested document 4986143-anexo-i-metologia-para-la-asignacion-del-perfil-de-cumplimiento-y-ponderacion-de-las-variables
2025-06-15 01:07:30,254 | INFO | genai | Token-split into 4 chunks.
2025-06-15 01:07:30,257 | INFO | genai | Persisted FAISS index and 64 documents to disk
2025-06-15 01:07:30,257 | INFO | genai | Added 4 documents (total: 64)
2025-06-15 01:07:30,258 | INFO | genai | Successfully ingested document 4986143-anexo-i-metologia-para-la-asignacion-del-perfil-de-cumplimiento-y-ponderacion-de-las-variables
2025-06-15 01:07:30,259 | INFO | genai | Token-split into 3 chunks.
2025-06-15 01:07:30,262 | INFO | genai | Persisted FAISS index and 67 documents to disk
2025-06-15 01:07:30,263 | INFO | genai | Added 3 documents (total: 67)
2025-06-15 01:07:30,263 | INFO | genai | Successfully ingested document 4986143-anexo-i-metologia-para-la-asignacion-del-perfil-de-cumplimiento-y-ponderacion-de-las-variables
2025-06-15 01:18:06,646 | INFO | genai | GenAI RAG System is starting...
2025-06-15 01:18:25,665 | INFO | genai | Token-split into 11 chunks.
2025-06-15 01:18:25,674 | INFO | genai | Persisted FAISS index and 11 documents to disk
2025-06-15 01:18:25,677 | INFO | genai | Added 11 documents (total: 11)
2025-06-15 01:18:25,680 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 01:18:25,683 | INFO | genai | Token-split into 10 chunks.
2025-06-15 01:18:25,693 | INFO | genai | Persisted FAISS index and 21 documents to disk
2025-06-15 01:18:25,694 | INFO | genai | Added 10 documents (total: 21)
2025-06-15 01:18:25,695 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 01:18:25,698 | INFO | genai | Token-split into 10 chunks.
2025-06-15 01:18:25,706 | INFO | genai | Persisted FAISS index and 31 documents to disk
2025-06-15 01:18:25,707 | INFO | genai | Added 10 documents (total: 31)
2025-06-15 01:18:25,708 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 01:18:25,710 | INFO | genai | Token-split into 10 chunks.
2025-06-15 01:18:25,718 | INFO | genai | Persisted FAISS index and 41 documents to disk
2025-06-15 01:18:25,719 | INFO | genai | Added 10 documents (total: 41)
2025-06-15 01:18:25,720 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 01:18:25,721 | INFO | genai | Token-split into 11 chunks.
2025-06-15 01:18:25,728 | INFO | genai | Persisted FAISS index and 52 documents to disk
2025-06-15 01:18:25,729 | INFO | genai | Added 11 documents (total: 52)
2025-06-15 01:18:25,730 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 01:18:34,088 | INFO | genai | Token-split into 5 chunks.
2025-06-15 01:18:34,093 | INFO | genai | Persisted FAISS index and 57 documents to disk
2025-06-15 01:18:34,093 | INFO | genai | Added 5 documents (total: 57)
2025-06-15 01:18:34,094 | INFO | genai | Successfully ingested document 4986143-anexo-i-metologia-para-la-asignacion-del-perfil-de-cumplimiento-y-ponderacion-de-las-variables
2025-06-15 01:18:34,095 | INFO | genai | Token-split into 3 chunks.
2025-06-15 01:18:34,103 | INFO | genai | Persisted FAISS index and 60 documents to disk
2025-06-15 01:18:34,104 | INFO | genai | Added 3 documents (total: 60)
2025-06-15 01:18:34,104 | INFO | genai | Successfully ingested document 4986143-anexo-i-metologia-para-la-asignacion-del-perfil-de-cumplimiento-y-ponderacion-de-las-variables
2025-06-15 01:18:34,105 | INFO | genai | Token-split into 4 chunks.
2025-06-15 01:18:34,112 | INFO | genai | Persisted FAISS index and 64 documents to disk
2025-06-15 01:18:34,112 | INFO | genai | Added 4 documents (total: 64)
2025-06-15 01:18:34,113 | INFO | genai | Successfully ingested document 4986143-anexo-i-metologia-para-la-asignacion-del-perfil-de-cumplimiento-y-ponderacion-de-las-variables
2025-06-15 01:18:34,114 | INFO | genai | Token-split into 3 chunks.
2025-06-15 01:18:34,119 | INFO | genai | Persisted FAISS index and 67 documents to disk
2025-06-15 01:18:34,119 | INFO | genai | Added 3 documents (total: 67)
2025-06-15 01:18:34,120 | INFO | genai | Successfully ingested document 4986143-anexo-i-metologia-para-la-asignacion-del-perfil-de-cumplimiento-y-ponderacion-de-las-variables
2025-06-15 01:18:52,100 | INFO | genai | Using cached results for query: Explicame tributo interno
2025-06-15 01:22:47,748 | INFO | genai | GenAI RAG System is starting...
2025-06-15 01:23:06,715 | INFO | genai | Token-split into 11 chunks.
2025-06-15 01:23:06,723 | INFO | genai | Persisted FAISS index and 11 documents to disk
2025-06-15 01:23:06,724 | INFO | genai | Added 11 documents (total: 11)
2025-06-15 01:23:06,725 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 01:23:06,728 | INFO | genai | Token-split into 10 chunks.
2025-06-15 01:23:06,736 | INFO | genai | Persisted FAISS index and 21 documents to disk
2025-06-15 01:23:06,738 | INFO | genai | Added 10 documents (total: 21)
2025-06-15 01:23:06,739 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 01:23:06,740 | INFO | genai | Token-split into 10 chunks.
2025-06-15 01:23:06,747 | INFO | genai | Persisted FAISS index and 31 documents to disk
2025-06-15 01:23:06,748 | INFO | genai | Added 10 documents (total: 31)
2025-06-15 01:23:06,748 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 01:23:06,750 | INFO | genai | Token-split into 10 chunks.
2025-06-15 01:23:06,756 | INFO | genai | Persisted FAISS index and 41 documents to disk
2025-06-15 01:23:06,757 | INFO | genai | Added 10 documents (total: 41)
2025-06-15 01:23:06,757 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 01:23:06,759 | INFO | genai | Token-split into 11 chunks.
2025-06-15 01:23:06,766 | INFO | genai | Persisted FAISS index and 52 documents to disk
2025-06-15 01:23:06,766 | INFO | genai | Added 11 documents (total: 52)
2025-06-15 01:23:06,766 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 01:23:17,006 | INFO | genai | Token-split into 5 chunks.
2025-06-15 01:23:17,010 | INFO | genai | Persisted FAISS index and 57 documents to disk
2025-06-15 01:23:17,010 | INFO | genai | Added 5 documents (total: 57)
2025-06-15 01:23:17,010 | INFO | genai | Successfully ingested document 4986143-anexo-i-metologia-para-la-asignacion-del-perfil-de-cumplimiento-y-ponderacion-de-las-variables
2025-06-15 01:23:17,011 | INFO | genai | Token-split into 3 chunks.
2025-06-15 01:23:17,014 | INFO | genai | Persisted FAISS index and 60 documents to disk
2025-06-15 01:23:17,015 | INFO | genai | Added 3 documents (total: 60)
2025-06-15 01:23:17,015 | INFO | genai | Successfully ingested document 4986143-anexo-i-metologia-para-la-asignacion-del-perfil-de-cumplimiento-y-ponderacion-de-las-variables
2025-06-15 01:23:17,016 | INFO | genai | Token-split into 4 chunks.
2025-06-15 01:23:17,019 | INFO | genai | Persisted FAISS index and 64 documents to disk
2025-06-15 01:23:17,020 | INFO | genai | Added 4 documents (total: 64)
2025-06-15 01:23:17,020 | INFO | genai | Successfully ingested document 4986143-anexo-i-metologia-para-la-asignacion-del-perfil-de-cumplimiento-y-ponderacion-de-las-variables
2025-06-15 01:23:17,021 | INFO | genai | Token-split into 3 chunks.
2025-06-15 01:23:17,025 | INFO | genai | Persisted FAISS index and 67 documents to disk
2025-06-15 01:23:17,025 | INFO | genai | Added 3 documents (total: 67)
2025-06-15 01:23:17,026 | INFO | genai | Successfully ingested document 4986143-anexo-i-metologia-para-la-asignacion-del-perfil-de-cumplimiento-y-ponderacion-de-las-variables
2025-06-15 01:23:24,964 | INFO | genai | Using cached results for query: Explicame tributo interno
2025-06-15 01:24:44,025 | INFO | genai | GenAI RAG System is starting...
2025-06-15 01:24:58,519 | INFO | genai | Token-split into 11 chunks.
2025-06-15 01:24:58,529 | INFO | genai | Persisted FAISS index and 11 documents to disk
2025-06-15 01:24:58,531 | INFO | genai | Added 11 documents (total: 11)
2025-06-15 01:24:58,532 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 01:24:58,538 | INFO | genai | Token-split into 10 chunks.
2025-06-15 01:24:58,547 | INFO | genai | Persisted FAISS index and 21 documents to disk
2025-06-15 01:24:58,547 | INFO | genai | Added 10 documents (total: 21)
2025-06-15 01:24:58,548 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 01:24:58,552 | INFO | genai | Token-split into 10 chunks.
2025-06-15 01:24:58,560 | INFO | genai | Persisted FAISS index and 31 documents to disk
2025-06-15 01:24:58,561 | INFO | genai | Added 10 documents (total: 31)
2025-06-15 01:24:58,561 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 01:24:58,562 | INFO | genai | Token-split into 10 chunks.
2025-06-15 01:24:58,569 | INFO | genai | Persisted FAISS index and 41 documents to disk
2025-06-15 01:24:58,569 | INFO | genai | Added 10 documents (total: 41)
2025-06-15 01:24:58,570 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 01:24:58,572 | INFO | genai | Token-split into 11 chunks.
2025-06-15 01:24:58,579 | INFO | genai | Persisted FAISS index and 52 documents to disk
2025-06-15 01:24:58,580 | INFO | genai | Added 11 documents (total: 52)
2025-06-15 01:24:58,580 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 01:25:05,509 | INFO | genai | Token-split into 5 chunks.
2025-06-15 01:25:05,514 | INFO | genai | Persisted FAISS index and 57 documents to disk
2025-06-15 01:25:05,514 | INFO | genai | Added 5 documents (total: 57)
2025-06-15 01:25:05,514 | INFO | genai | Successfully ingested document 4986143-anexo-i-metologia-para-la-asignacion-del-perfil-de-cumplimiento-y-ponderacion-de-las-variables
2025-06-15 01:25:05,515 | INFO | genai | Token-split into 3 chunks.
2025-06-15 01:25:05,523 | INFO | genai | Persisted FAISS index and 60 documents to disk
2025-06-15 01:25:05,524 | INFO | genai | Added 3 documents (total: 60)
2025-06-15 01:25:05,525 | INFO | genai | Successfully ingested document 4986143-anexo-i-metologia-para-la-asignacion-del-perfil-de-cumplimiento-y-ponderacion-de-las-variables
2025-06-15 01:25:05,526 | INFO | genai | Token-split into 4 chunks.
2025-06-15 01:25:05,529 | INFO | genai | Persisted FAISS index and 64 documents to disk
2025-06-15 01:25:05,530 | INFO | genai | Added 4 documents (total: 64)
2025-06-15 01:25:05,530 | INFO | genai | Successfully ingested document 4986143-anexo-i-metologia-para-la-asignacion-del-perfil-de-cumplimiento-y-ponderacion-de-las-variables
2025-06-15 01:25:05,530 | INFO | genai | Token-split into 3 chunks.
2025-06-15 01:25:05,533 | INFO | genai | Persisted FAISS index and 67 documents to disk
2025-06-15 01:25:05,534 | INFO | genai | Added 3 documents (total: 67)
2025-06-15 01:25:05,534 | INFO | genai | Successfully ingested document 4986143-anexo-i-metologia-para-la-asignacion-del-perfil-de-cumplimiento-y-ponderacion-de-las-variables
2025-06-15 01:25:15,674 | INFO | genai | Using cached results for query: Explicame tributo interno
2025-06-15 02:06:29,078 | INFO | genai | Token-split into 2 chunks.
2025-06-15 02:06:29,736 | INFO | genai | Persisted FAISS index and 69 documents to disk
2025-06-15 02:06:29,738 | INFO | genai | Added 2 documents (total: 69)
2025-06-15 02:06:29,740 | INFO | genai | Successfully ingested document JUAN PABLOHERNANDEZ PALACIOS-M1749604310715
2025-06-15 02:07:13,475 | INFO | genai | Using cached results for query: dime la reservacion de hotel por favor
2025-06-15 02:16:39,774 | INFO | genai | GenAI RAG System is starting...
2025-06-15 02:16:57,596 | INFO | genai | Token-split into 11 chunks.
2025-06-15 02:16:57,603 | INFO | genai | Persisted FAISS index and 11 documents to disk
2025-06-15 02:16:57,604 | INFO | genai | Added 11 documents (total: 11)
2025-06-15 02:16:57,604 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 02:16:57,606 | INFO | genai | Token-split into 10 chunks.
2025-06-15 02:16:57,614 | INFO | genai | Persisted FAISS index and 21 documents to disk
2025-06-15 02:16:57,615 | INFO | genai | Added 10 documents (total: 21)
2025-06-15 02:16:57,616 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 02:16:57,620 | INFO | genai | Token-split into 10 chunks.
2025-06-15 02:16:57,629 | INFO | genai | Persisted FAISS index and 31 documents to disk
2025-06-15 02:16:57,630 | INFO | genai | Added 10 documents (total: 31)
2025-06-15 02:16:57,630 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 02:16:57,632 | INFO | genai | Token-split into 10 chunks.
2025-06-15 02:16:57,640 | INFO | genai | Persisted FAISS index and 41 documents to disk
2025-06-15 02:16:57,641 | INFO | genai | Added 10 documents (total: 41)
2025-06-15 02:16:57,641 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 02:16:57,643 | INFO | genai | Token-split into 11 chunks.
2025-06-15 02:16:57,650 | INFO | genai | Persisted FAISS index and 52 documents to disk
2025-06-15 02:16:57,651 | INFO | genai | Added 11 documents (total: 52)
2025-06-15 02:16:57,651 | INFO | genai | Successfully ingested document 4986143-ds320_2023ef
2025-06-15 02:17:05,169 | INFO | genai | Token-split into 5 chunks.
2025-06-15 02:17:05,174 | INFO | genai | Persisted FAISS index and 57 documents to disk
2025-06-15 02:17:05,174 | INFO | genai | Added 5 documents (total: 57)
2025-06-15 02:17:05,174 | INFO | genai | Successfully ingested document 4986143-anexo-i-metologia-para-la-asignacion-del-perfil-de-cumplimiento-y-ponderacion-de-las-variables
2025-06-15 02:17:05,175 | INFO | genai | Token-split into 3 chunks.
2025-06-15 02:17:05,183 | INFO | genai | Persisted FAISS index and 60 documents to disk
2025-06-15 02:17:05,183 | INFO | genai | Added 3 documents (total: 60)
2025-06-15 02:17:05,184 | INFO | genai | Successfully ingested document 4986143-anexo-i-metologia-para-la-asignacion-del-perfil-de-cumplimiento-y-ponderacion-de-las-variables
2025-06-15 02:17:05,184 | INFO | genai | Token-split into 4 chunks.
2025-06-15 02:17:05,188 | INFO | genai | Persisted FAISS index and 64 documents to disk
2025-06-15 02:17:05,189 | INFO | genai | Added 4 documents (total: 64)
2025-06-15 02:17:05,189 | INFO | genai | Successfully ingested document 4986143-anexo-i-metologia-para-la-asignacion-del-perfil-de-cumplimiento-y-ponderacion-de-las-variables
2025-06-15 02:17:05,190 | INFO | genai | Token-split into 3 chunks.
